Date,Price,Change %,VIX Level,Average VIX Level,VIX Level Squared,Recent Volatility,Average Recent Volatility,Next Realized Volatility,Average Next Realized Volatility,VIX Premium,Average VIX Premium,MR Volatility,MR Volatility Squared,Difference,Average Difference,Squared Difference,Variance Premium,EVIX,DTM,Volatility Premium,Average Volatility Premium,MR Adjustment,Average MR,VCR,Average VCR,CHECK,% Change Recent Volatility,Average % Change Recent Volatility
2011-08-08,"1,119.50",-6.66,48.0,19.62,2304.0,28.27,13.62,35.86,16.11,12.14,3.51,23.76,564.77,24.24,5.3,1739.23,354.92,30.33,17.67,6.56,6.56,-4.5,-4.5,13.17,13.17,396.36,-7.59,-7.59
2011-08-09,"1,172.50",4.73,35.06,19.67,1229.2,31.76,13.67,34.42,16.18,0.64,3.49,26.01,676.76,9.05,5.32,552.44,424.46,33.18,1.88,7.17,7.17,-5.74,-5.74,-3.87,-3.87,452.35,-2.66,-2.66
2011-08-10,"1,120.80",-4.41,42.99,19.74,1848.14,33.56,13.72,33.22,16.24,9.77,3.5,27.18,738.59,15.81,5.35,1109.55,462.85,34.66,8.33,7.48,7.48,-6.39,-6.39,1.94,1.94,498.36,0.35,0.35
2011-08-11,"1,172.60",4.62,39.0,19.79,1521.0,36.5,13.78,30.33,16.3,8.67,3.5,29.07,845.09,9.93,5.37,675.91,528.99,37.07,1.93,8.0,8.0,-7.43,-7.43,-5.5,-5.5,559.99,6.18,6.18
2011-08-12,"1,178.80",0.53,36.36,19.83,1322.05,36.37,13.85,31.09,16.35,5.27,3.48,28.99,840.32,7.37,5.36,481.73,526.02,36.96,-0.6,7.98,7.98,-7.38,-7.38,-7.99,-7.99,554.4,5.28,5.28
2011-08-15,"1,204.50",2.18,31.87,19.86,1015.7,36.75,13.91,30.57,16.4,1.3,3.45,29.23,854.35,2.64,5.34,161.35,534.73,37.27,-5.4,8.04,8.04,-7.52,-7.52,-12.92,-12.92,558.56,6.18,6.18
2011-08-16,"1,192.80",-0.97,32.85,19.89,1079.12,36.79,13.98,31.01,16.46,1.84,3.43,29.26,855.91,3.59,5.34,223.22,535.7,37.3,-4.45,8.05,8.05,-7.53,-7.53,-11.99,-11.99,560.5,5.77,5.77
2011-08-17,"1,193.90",0.09,31.58,19.92,997.3,36.79,14.05,31.12,16.52,0.46,3.4,29.26,855.87,2.32,5.32,141.43,535.67,37.3,-5.72,8.05,8.05,-7.53,-7.53,-13.26,-13.26,559.21,5.67,5.67
2011-08-18,"1,140.70",-4.46,42.67,19.98,1820.73,38.39,14.13,29.18,16.57,13.49,3.42,30.29,917.29,12.38,5.33,903.44,573.81,38.61,4.06,8.33,8.33,-8.1,-8.1,-4.05,-4.05,608.16,9.21,9.21
2011-08-19,"1,123.50",-1.51,43.05,20.05,1853.3,38.49,14.21,30.03,16.62,13.02,3.43,30.35,921.24,12.7,5.35,932.06,576.27,38.7,4.35,8.35,8.35,-8.14,-8.14,-3.78,-3.78,610.98,8.46,8.46
2011-08-22,"1,123.80",0.03,42.44,20.12,1801.15,38.34,14.28,30.77,16.67,11.67,3.44,30.26,915.51,12.18,5.37,885.65,572.71,38.58,3.86,8.32,8.32,-8.08,-8.08,-4.22,-4.22,606.83,7.58,7.58
2011-08-23,"1,162.30",3.43,36.27,20.15,1315.51,40.0,14.37,29.52,16.73,6.75,3.43,31.33,981.5,4.94,5.35,334.01,613.69,39.94,-3.67,8.61,8.61,-8.68,-8.68,-12.35,-12.35,641.34,10.48,10.48
2011-08-24,"1,177.60",1.32,35.9,20.19,1288.81,40.26,14.45,29.77,16.78,6.13,3.41,31.49,991.9,4.41,5.33,296.91,620.15,40.15,-4.25,8.66,8.66,-8.77,-8.77,-13.02,-13.02,647.39,10.49,10.49
2011-08-25,"1,159.30",-1.55,39.76,20.24,1580.86,40.4,14.54,29.52,16.83,10.24,3.41,31.59,997.7,8.17,5.32,583.16,623.75,40.27,-0.51,8.68,8.68,-8.82,-8.82,-9.33,-9.33,654.83,10.89,10.89
2011-08-26,"1,176.80",1.51,35.59,20.28,1266.65,40.69,14.63,30.84,16.89,4.75,3.39,31.77,1009.35,3.82,5.31,257.3,630.98,40.5,-4.91,8.73,8.73,-8.92,-8.92,-13.83,-13.83,657.84,9.85,9.85
2011-08-29,"1,210.10",2.83,32.28,20.3,1042.0,41.68,14.72,29.71,16.95,2.57,3.35,32.41,1050.33,-0.13,5.27,-8.33,656.43,41.31,-9.03,8.9,8.9,-9.27,-9.27,-18.3,-18.3,679.8,11.97,11.97
2011-08-30,"1,212.90",0.23,32.89,20.33,1081.75,41.34,14.82,29.85,17.01,3.04,3.32,32.19,1036.02,0.7,5.24,45.73,647.54,41.03,-8.14,8.84,8.84,-9.15,-9.15,-17.29,-17.29,671.59,11.49,11.49
2011-08-31,"1,218.90",0.49,31.62,20.36,999.82,41.39,14.91,29.82,17.08,1.8,3.28,32.22,1038.3,-0.6,5.21,-38.48,648.96,41.08,-9.46,8.85,8.85,-9.17,-9.17,-18.63,-18.63,671.72,11.57,11.57
2011-09-01,"1,204.40",-1.19,31.82,20.4,1012.51,41.19,15.0,30.03,17.15,1.79,3.25,32.09,1029.96,-0.27,5.19,-17.45,643.78,40.91,-9.09,8.82,8.82,-9.1,-9.1,-18.19,-18.19,666.78,11.16,11.16
2011-09-02,"1,174.00",-2.52,33.92,20.45,1150.57,41.65,15.09,29.64,17.22,4.28,3.23,32.39,1049.06,1.53,5.18,101.51,655.64,41.29,-7.37,8.9,8.9,-9.26,-9.26,-16.63,-16.63,680.66,12.01,12.01
2011-09-06,"1,165.20",-0.75,37.0,20.5,1369.0,41.66,15.18,30.05,17.29,6.95,3.21,32.39,1049.43,4.61,5.17,319.57,655.87,41.3,-4.3,8.9,8.9,-9.26,-9.26,-13.56,-13.56,683.97,11.6,11.6
2011-09-07,"1,198.60",2.87,33.38,20.54,1114.22,42.74,15.27,29.22,17.35,4.16,3.19,33.09,1095.06,0.29,5.15,19.16,684.2,42.18,-8.8,9.09,9.09,-9.65,-9.65,-18.45,-18.45,708.49,13.52,13.52
2011-09-08,"1,185.90",-1.06,34.32,20.58,1177.86,42.49,15.37,29.05,17.41,5.27,3.17,32.93,1084.58,1.39,5.13,93.28,677.7,41.98,-7.66,9.05,9.05,-9.56,-9.56,-17.22,-17.22,702.97,13.44,13.44
2011-09-09,"1,154.20",-2.67,38.52,20.65,1483.79,43.05,15.46,28.27,17.48,10.25,3.17,33.29,1108.47,5.23,5.14,375.32,692.53,42.44,-3.92,9.14,9.14,-9.76,-9.76,-13.68,-13.68,721.9,14.79,14.79
2011-09-12,"1,162.30",0.7,38.59,20.72,1489.19,43.15,15.56,28.4,17.54,10.19,3.18,33.36,1112.73,5.23,5.15,376.46,695.17,42.52,-3.93,9.16,9.16,-9.79,-9.79,-13.72,-13.72,724.6,14.75,14.75
2011-09-13,"1,172.90",0.91,36.91,20.78,1362.35,43.3,15.66,29.08,17.6,7.83,3.18,33.45,1118.95,3.46,5.14,243.4,699.03,42.64,-5.73,9.19,9.19,-9.85,-9.85,-15.57,-15.57,726.76,14.22,14.22
2011-09-14,"1,188.70",1.35,34.6,20.83,1197.16,42.98,15.76,28.99,17.67,5.61,3.16,33.25,1105.49,1.35,5.13,91.67,690.68,42.38,-7.78,9.13,9.13,-9.73,-9.73,-17.52,-17.52,716.14,13.99,13.99
2011-09-15,"1,209.10",1.72,31.97,20.87,1022.08,43.29,15.86,30.19,17.74,1.78,3.13,33.44,1118.5,-1.47,5.1,-96.42,698.76,42.63,-10.66,9.19,9.19,-9.84,-9.84,-20.5,-20.5,721.54,13.1,13.1
2011-09-16,"1,216.00",0.57,30.98,20.91,959.76,40.98,15.95,30.17,17.81,0.81,3.1,31.96,1021.18,-0.98,5.08,-61.42,638.33,40.74,-9.76,8.78,8.78,-9.02,-9.02,-18.78,-18.78,660.52,10.81,10.81
2011-09-19,"1,204.10",-0.98,32.73,20.95,1071.25,41.09,16.04,30.98,17.88,1.75,3.07,32.03,1025.85,0.7,5.06,45.4,641.23,40.83,-8.1,8.8,8.8,-9.06,-9.06,-17.16,-17.16,665.15,10.11,10.11
2011-09-20,"1,202.10",-0.17,32.86,20.99,1079.78,35.86,16.11,32.12,17.96,0.74,3.03,28.66,821.22,4.2,5.06,258.56,514.16,36.54,-3.68,7.89,7.89,-7.2,-7.2,-10.89,-10.89,539.14,3.74,3.74
2011-09-21,"1,166.80",-2.94,37.32,21.05,1392.78,34.42,16.18,31.12,18.04,6.2,3.01,27.73,768.8,9.59,5.08,623.98,481.61,35.36,1.96,7.63,7.63,-6.69,-6.69,-4.73,-4.73,511.3,3.3,3.3
2011-09-22,"1,129.60",-3.19,41.35,21.12,1709.82,33.22,16.24,29.73,18.11,11.62,3.01,26.95,726.52,14.4,5.11,983.3,455.36,34.38,6.97,7.42,7.42,-6.26,-6.26,0.71,0.71,489.28,3.48,3.48
2011-09-23,"1,136.40",0.6,41.25,21.2,1701.56,30.33,16.3,29.87,18.18,11.38,3.02,25.09,629.53,16.16,5.15,1072.03,395.13,32.01,9.24,6.92,6.92,-5.24,-5.24,4.0,4.0,429.46,0.46,0.46
2011-09-26,"1,163.00",2.34,39.02,21.26,1522.56,31.09,16.35,29.28,18.25,9.74,3.01,25.58,654.48,13.44,5.18,868.08,410.63,32.64,6.38,7.05,7.05,-5.51,-5.51,0.88,0.88,442.59,1.81,1.81
2011-09-27,"1,175.40",1.07,37.71,21.32,1422.04,30.57,16.4,29.31,18.32,8.4,3.0,25.25,637.37,12.46,5.21,784.68,400.0,32.21,5.5,6.96,6.96,-5.32,-5.32,0.18,0.18,430.75,1.26,1.26
2011-09-28,"1,151.10",-2.07,41.08,21.39,1687.57,31.01,16.46,30.76,18.4,10.32,2.99,25.53,651.98,15.55,5.24,1035.58,409.07,32.57,8.51,7.04,7.04,-5.48,-5.48,3.03,3.03,443.11,0.26,0.26
2011-09-29,"1,160.40",0.81,38.84,21.45,1508.55,31.12,16.52,30.77,18.48,8.07,2.98,25.6,655.55,13.24,5.26,852.99,411.29,32.66,6.18,7.06,7.06,-5.52,-5.52,0.66,0.66,443.07,0.36,0.36
2011-09-30,"1,131.40",-2.5,42.96,21.53,1845.56,29.18,16.57,30.01,18.55,12.95,2.99,24.35,593.05,18.61,5.31,1252.51,372.48,31.07,11.89,6.72,6.72,-4.83,-4.83,7.06,7.06,408.72,-0.83,-0.83
2011-10-03,"1,099.20",-2.85,45.45,21.62,2065.7,30.03,16.62,28.71,18.61,16.74,3.01,24.9,619.85,20.55,5.36,1445.85,389.12,31.76,13.69,6.87,6.87,-5.13,-5.13,8.56,8.56,427.71,1.32,1.32
2011-10-04,"1,124.00",2.26,40.82,21.7,1666.27,30.77,16.67,28.19,18.68,12.63,3.02,25.37,643.88,15.45,5.41,1022.39,404.04,32.37,8.45,7.0,7.0,-5.39,-5.39,3.06,3.06,437.87,2.57,2.57
2011-10-05,"1,144.00",1.78,37.81,21.76,1429.6,29.52,16.73,28.48,18.75,9.33,3.01,24.57,603.86,13.24,5.44,825.73,379.19,31.35,6.46,6.78,6.78,-4.95,-4.95,1.51,1.51,410.22,1.04,1.04
2011-10-06,"1,165.00",1.84,36.27,21.82,1315.51,29.77,16.78,28.63,18.81,7.64,3.01,24.73,611.65,11.54,5.46,703.86,384.03,31.55,4.72,6.82,6.82,-5.04,-5.04,-0.32,-0.32,413.48,1.14,1.14
2011-10-07,"1,155.50",-0.82,36.2,21.88,1310.44,29.52,16.83,28.48,18.88,7.72,3.0,24.57,603.64,11.63,5.49,706.8,379.05,31.35,4.85,6.78,6.78,-4.95,-4.95,-0.1,-0.1,408.47,1.03,1.03
2011-10-10,"1,194.90",3.41,33.02,21.94,1090.32,30.84,16.89,27.38,18.94,5.64,3.0,25.42,646.34,7.6,5.5,443.98,405.57,32.43,0.59,7.01,7.01,-5.42,-5.42,-4.83,-4.83,431.58,3.46,3.46
2011-10-11,"1,195.50",0.05,32.86,21.99,1079.78,29.71,16.95,27.41,18.99,5.45,3.0,24.69,609.81,8.17,5.52,469.97,382.89,31.51,1.35,6.81,6.81,-5.02,-5.02,-3.66,-3.66,408.93,2.3,2.3
2011-10-12,"1,207.20",0.98,31.26,22.04,977.19,29.85,17.01,27.96,19.05,3.3,2.99,24.78,614.11,6.48,5.53,363.08,385.56,31.62,-0.36,6.84,6.84,-5.06,-5.06,-5.42,-5.42,409.98,1.88,1.88
2011-10-13,"1,203.70",-0.29,30.7,22.08,942.49,29.82,17.08,27.96,19.11,2.74,2.98,24.76,613.3,5.94,5.53,329.19,385.05,31.6,-0.9,6.83,6.83,-5.06,-5.06,-5.95,-5.95,408.92,1.86,1.86
2011-10-14,"1,224.60",1.74,28.24,22.12,797.5,30.03,17.15,28.84,19.17,-0.6,2.95,24.9,620.13,3.34,5.52,177.37,389.3,31.77,-3.53,6.87,6.87,-5.13,-5.13,-8.66,-8.66,410.67,1.2,1.2
2011-10-17,"1,200.90",-1.94,33.39,22.18,1114.89,29.64,17.22,28.3,19.23,5.09,2.95,24.65,607.66,8.74,5.54,507.24,381.55,31.45,1.94,6.8,6.8,-4.99,-4.99,-3.05,-3.05,408.14,1.35,1.35
2011-10-18,"1,225.40",2.04,31.56,22.22,996.03,30.05,17.29,30.43,19.29,1.13,2.93,24.92,620.79,6.64,5.53,375.24,389.71,31.79,-0.23,6.87,6.87,-5.14,-5.14,-5.37,-5.37,414.39,-0.38,-0.38
2011-10-19,"1,209.90",-1.26,34.44,22.28,1186.11,29.22,17.35,30.18,19.36,4.26,2.92,24.38,594.3,10.06,5.55,591.81,373.26,31.11,3.33,6.73,6.73,-4.84,-4.84,-1.51,-1.51,400.97,-0.96,-0.96
2011-10-20,"1,215.40",0.45,34.78,22.34,1209.65,29.05,17.41,30.16,19.42,4.62,2.92,24.27,588.97,10.51,5.57,620.68,369.94,30.97,3.81,6.7,6.7,-4.78,-4.78,-0.97,-0.97,398.03,-1.11,-1.11
2011-10-21,"1,238.20",1.88,31.32,22.39,980.94,28.27,17.48,29.83,19.48,1.49,2.91,23.76,564.67,7.56,5.58,416.27,354.86,30.32,1.0,6.56,6.56,-4.5,-4.5,-3.51,-3.51,379.62,-1.56,-1.56
2011-10-24,"1,254.20",1.29,29.26,22.43,856.15,28.4,17.54,29.6,19.54,-0.34,2.89,23.85,568.76,5.41,5.58,287.39,357.39,30.43,-1.17,6.58,6.58,-4.55,-4.55,-5.72,-5.72,380.07,-1.2,-1.2
2011-10-25,"1,229.00",-2.01,32.22,22.48,1038.13,29.08,17.6,28.96,19.6,3.26,2.88,24.29,589.87,7.93,5.58,448.26,370.5,30.99,1.23,6.7,6.7,-4.79,-4.79,-3.56,-3.56,396.02,0.11,0.11
2011-10-26,"1,242.00",1.06,29.86,22.51,891.62,28.99,17.67,29.51,19.66,0.35,2.85,24.23,587.05,5.63,5.58,304.57,368.75,30.92,-1.06,6.69,6.69,-4.76,-4.76,-5.82,-5.82,391.93,-0.52,-0.52
2011-10-27,"1,284.60",3.43,25.46,22.53,648.21,30.19,17.74,28.15,19.71,-2.69,2.82,25.0,625.04,0.46,5.55,23.17,392.34,31.9,-6.44,6.9,6.9,-5.19,-5.19,-11.62,-11.62,410.91,2.03,2.03
2011-10-28,"1,285.10",0.04,24.53,22.54,601.72,30.17,17.81,28.45,19.77,-3.92,2.77,24.99,624.58,-0.46,5.52,-22.86,392.06,31.88,-7.35,6.89,6.89,-5.18,-5.18,-12.54,-12.54,409.69,1.72,1.72
2011-10-31,"1,253.30",-2.47,29.96,22.58,897.6,30.98,17.88,27.67,19.82,2.29,2.75,25.51,650.79,4.45,5.5,246.81,408.33,32.54,-2.58,7.03,7.03,-5.47,-5.47,-8.05,-8.05,431.26,3.31,3.31
2011-11-01,"1,218.30",-2.79,34.77,22.63,1208.95,32.12,17.96,26.64,19.87,8.13,2.76,26.25,689.03,8.52,5.51,519.93,432.08,33.48,1.29,7.23,7.23,-5.87,-5.87,-4.59,-4.59,459.61,5.48,5.48
2011-11-02,"1,237.90",1.61,32.74,22.68,1071.91,31.12,18.04,26.22,19.92,6.52,2.76,25.6,655.37,7.14,5.51,416.54,411.18,32.66,0.08,7.06,7.06,-5.52,-5.52,-5.43,-5.43,436.86,4.89,4.89
2011-11-03,"1,261.20",1.88,30.5,22.73,930.25,29.73,18.11,25.61,19.97,4.89,2.76,24.71,610.49,5.79,5.51,319.76,383.31,31.52,-1.02,6.82,6.82,-5.02,-5.02,-6.05,-6.05,406.99,4.12,4.12
2011-11-04,"1,253.20",-0.63,30.16,22.77,909.63,29.87,18.18,25.76,20.02,4.4,2.76,24.8,614.84,5.36,5.51,294.79,386.01,31.64,-1.48,6.84,6.84,-5.07,-5.07,-6.55,-6.55,409.33,4.11,4.11
2011-11-07,"1,261.10",0.63,29.85,22.82,891.02,29.28,18.25,27.22,20.07,2.63,2.75,24.42,596.2,5.43,5.51,294.82,374.44,31.16,-1.31,6.74,6.74,-4.86,-4.86,-6.17,-6.17,397.55,2.06,2.06
2011-11-08,"1,275.90",1.17,27.48,22.85,755.15,29.31,18.32,26.99,20.13,0.49,2.73,24.43,596.98,3.05,5.5,158.17,374.92,31.18,-3.7,6.74,6.74,-4.87,-4.87,-8.57,-8.57,395.66,2.32,2.32
2011-11-09,"1,229.10",-3.67,36.16,22.92,1307.55,30.76,18.4,24.84,20.17,11.32,2.75,25.37,643.55,10.79,5.52,663.99,403.84,32.36,3.8,7.0,7.0,-5.39,-5.39,-1.59,-1.59,433.0,5.92,5.92
2011-11-10,"1,239.70",0.86,32.81,22.98,1076.5,30.77,18.48,24.85,20.22,7.96,2.76,25.37,643.83,7.44,5.53,432.67,404.01,32.37,0.44,7.0,7.0,-5.39,-5.39,-4.95,-4.95,429.82,5.91,5.91
2011-11-11,"1,263.80",1.94,30.04,23.02,902.4,30.01,18.55,24.22,20.27,5.82,2.75,24.89,619.44,5.15,5.52,282.96,388.87,31.75,-1.71,6.87,6.87,-5.12,-5.12,-6.84,-6.84,412.04,5.79,5.79
2011-11-14,"1,251.80",-0.95,31.13,23.06,969.08,28.71,18.61,24.34,20.31,6.79,2.75,24.05,578.31,7.08,5.52,390.76,363.33,30.69,0.44,6.64,6.64,-4.66,-4.66,-4.22,-4.22,387.82,4.37,4.37
2011-11-15,"1,257.80",0.48,31.22,23.1,974.69,28.19,18.68,24.5,20.37,6.72,2.73,23.72,562.42,7.5,5.51,412.26,353.46,30.26,0.96,6.55,6.55,-4.48,-4.48,-3.52,-3.52,378.13,3.7,3.7
2011-11-16,"1,236.90",-1.66,33.51,23.14,1122.92,28.48,18.75,24.02,20.42,9.49,2.73,23.9,571.28,9.61,5.51,551.64,358.96,30.5,3.01,6.6,6.6,-4.58,-4.58,-1.57,-1.57,385.88,4.46,4.46
2011-11-17,"1,216.10",-1.68,34.51,23.2,1190.94,28.63,18.81,23.8,20.47,10.71,2.74,24.0,575.84,10.51,5.53,615.1,361.79,30.62,3.89,6.62,6.62,-4.63,-4.63,-0.74,-0.74,389.68,4.83,4.83
2011-11-18,"1,215.70",-0.03,32.0,23.26,1024.0,28.48,18.88,23.8,20.52,8.2,2.74,23.9,571.4,8.1,5.55,452.6,359.04,30.5,1.5,6.6,6.6,-4.58,-4.58,-3.08,-3.08,384.44,4.69,4.69
2011-11-21,"1,193.00",-1.87,32.91,23.32,1083.07,27.38,18.94,22.99,20.57,9.92,2.75,23.19,537.87,9.72,5.57,545.2,338.21,29.6,3.31,6.41,6.41,-4.19,-4.19,-0.88,-0.88,364.72,4.39,4.39
2011-11-22,"1,188.00",-0.42,31.97,23.36,1022.08,27.41,18.99,22.96,20.62,9.01,2.74,23.21,538.7,8.76,5.58,483.38,338.73,29.62,2.35,6.41,6.41,-4.2,-4.2,-1.85,-1.85,364.29,4.45,4.45
2011-11-23,"1,161.80",-2.21,33.98,23.42,1154.64,27.96,19.05,21.74,20.67,12.24,2.75,23.57,555.47,10.41,5.6,599.17,349.14,30.08,3.9,6.51,6.51,-4.4,-4.4,-0.49,-0.49,376.61,6.23,6.23
2011-11-25,"1,158.70",-0.27,34.47,23.47,1188.18,27.96,19.11,21.72,20.72,12.75,2.75,23.57,555.43,10.9,5.61,632.75,349.12,30.08,4.39,6.51,6.51,-4.4,-4.4,-0.0,-0.0,377.08,6.25,6.25
2011-11-28,"1,192.50",2.92,32.13,23.51,1032.34,28.84,19.17,20.34,20.77,11.79,2.75,24.13,582.32,8.0,5.61,450.02,365.82,30.79,1.34,6.66,6.66,-4.71,-4.71,-3.37,-3.37,391.29,8.49,8.49
2011-11-29,"1,195.20",0.23,30.64,23.54,938.81,28.3,19.23,20.34,20.81,10.3,2.73,23.78,565.64,6.86,5.6,373.17,355.46,30.35,0.29,6.57,6.57,-4.51,-4.51,-4.22,-4.22,379.53,7.95,7.95
2011-11-30,"1,247.00",4.33,27.8,23.56,772.84,30.43,19.29,16.42,20.85,11.38,2.71,25.16,632.91,2.64,5.59,139.93,397.23,32.1,-4.3,6.94,6.94,-5.27,-5.27,-9.57,-9.57,418.09,14.01,14.01
2011-12-01,"1,244.60",-0.19,27.41,23.6,751.31,30.18,19.36,16.41,20.89,11.0,2.7,25.0,624.79,2.41,5.58,126.52,392.19,31.89,-4.48,6.89,6.89,-5.18,-5.18,-9.66,-9.66,412.71,13.77,13.77
2011-12-02,"1,244.30",-0.02,27.52,23.63,757.35,30.16,19.42,16.64,20.94,10.88,2.7,24.99,624.31,2.53,5.57,133.04,391.89,31.88,-4.36,6.89,6.89,-5.18,-5.18,-9.54,-9.54,412.52,13.53,13.53
2011-12-05,"1,257.10",1.03,27.84,23.67,775.07,29.83,19.48,16.47,20.97,11.37,2.7,24.77,613.46,3.07,5.57,161.6,385.16,31.6,-3.76,6.83,6.83,-5.06,-5.06,-8.82,-8.82,406.16,13.35,13.35
2011-12-06,"1,258.50",0.11,28.13,23.71,791.3,29.6,19.54,16.47,21.01,11.66,2.7,24.62,606.3,3.51,5.57,185.0,380.71,31.42,-3.29,6.79,6.79,-4.98,-4.98,-8.26,-8.26,402.04,13.13,13.13
2011-12-07,"1,261.00",0.2,28.67,23.76,821.97,28.96,19.6,16.47,21.05,12.2,2.71,24.21,586.27,4.46,5.58,235.7,368.27,30.9,-2.23,6.68,6.68,-4.75,-4.75,-6.98,-6.98,390.26,12.49,12.49
2011-12-08,"1,234.30",-2.12,30.59,23.81,935.75,29.51,19.66,15.04,21.08,15.55,2.73,24.57,603.48,6.02,5.59,332.27,378.95,31.34,-0.75,6.78,6.78,-4.95,-4.95,-5.7,-5.7,402.77,14.48,14.48
2011-12-09,"1,255.20",1.69,26.38,23.84,695.9,28.15,19.71,14.51,21.11,11.87,2.73,23.69,561.18,2.69,5.59,134.72,352.69,30.23,-3.85,6.54,6.54,-4.46,-4.46,-8.31,-8.31,372.53,13.64,13.64
2011-12-12,"1,236.50",-1.49,25.67,23.88,658.95,28.45,19.77,13.82,21.14,11.85,2.74,23.88,570.37,1.79,5.59,88.58,358.39,30.48,-4.81,6.59,6.59,-4.57,-4.57,-9.37,-9.37,377.47,14.64,14.64
2011-12-13,"1,225.70",-0.87,25.41,23.91,645.67,27.67,19.82,13.48,21.17,11.93,2.74,23.38,546.46,2.03,5.59,99.2,343.55,29.83,-4.42,6.46,6.46,-4.29,-4.29,-8.71,-8.71,362.51,14.19,14.19
2011-12-14,"1,211.80",-1.13,26.04,23.94,678.08,26.64,19.87,12.93,21.18,13.11,2.76,22.72,516.04,3.32,5.59,162.04,324.66,28.99,-2.95,6.28,6.28,-3.93,-3.93,-6.88,-6.88,344.42,13.71,13.71
2011-12-15,"1,215.80",0.33,25.11,23.97,630.51,26.22,19.92,12.96,21.2,12.15,2.77,22.45,503.84,2.66,5.59,126.67,317.09,28.65,-3.54,6.21,6.21,-3.78,-3.78,-7.32,-7.32,335.99,13.26,13.26
2011-12-16,"1,219.70",0.32,24.29,24.0,590.0,25.61,19.97,13.09,21.21,11.2,2.79,22.05,486.25,2.24,5.59,103.76,306.16,28.15,-3.86,6.1,6.1,-3.56,-3.56,-7.42,-7.42,324.35,12.52,12.52
2011-12-19,"1,205.30",-1.18,24.92,24.04,621.01,25.76,20.02,12.35,21.22,12.57,2.81,22.15,490.47,2.77,5.59,130.54,308.78,28.27,-3.35,6.12,6.12,-3.61,-3.61,-6.96,-6.96,327.58,13.4,13.4
2011-12-20,"1,241.30",2.99,23.22,24.06,539.17,27.22,20.07,10.07,21.22,13.15,2.84,23.09,533.09,0.13,5.58,6.08,335.25,29.47,-6.25,6.38,6.38,-4.13,-4.13,-10.38,-10.38,352.09,17.15,17.15
2011-12-21,"1,243.70",0.19,21.43,24.09,459.24,26.99,20.13,10.1,21.22,11.33,2.86,22.94,526.24,-1.51,5.57,-66.99,330.99,29.28,-7.85,6.34,6.34,-4.05,-4.05,-11.9,-11.9,346.08,16.89,16.89
2011-12-22,"1,254.00",0.83,21.16,24.11,447.75,24.84,20.17,9.96,21.22,11.2,2.88,21.56,464.63,-0.4,5.56,-16.88,292.74,27.52,-6.36,5.97,5.97,-3.29,-3.29,-9.65,-9.65,307.93,14.88,14.88
2011-12-23,"1,265.30",0.9,20.73,24.12,429.73,24.85,20.22,9.76,21.22,10.97,2.89,21.56,464.94,-0.83,5.54,-35.21,292.93,27.53,-6.8,5.97,5.97,-3.29,-3.29,-10.09,-10.09,307.69,15.09,15.09
2011-12-27,"1,265.40",0.01,21.91,24.14,480.05,24.22,20.27,9.74,21.22,12.17,2.91,21.15,447.49,0.76,5.53,32.56,282.1,27.01,-5.1,5.86,5.86,-3.06,-3.06,-8.16,-8.16,298.15,14.47,14.47
2011-12-28,"1,249.60",-1.25,23.52,24.16,553.19,24.34,20.31,9.13,21.22,14.39,2.94,21.23,450.75,2.29,5.52,102.44,284.12,27.11,-3.59,5.88,5.88,-3.11,-3.11,-6.69,-6.69,301.76,15.2,15.2
2011-12-29,"1,263.00",1.07,22.65,24.18,513.02,24.5,20.37,8.9,21.21,13.75,2.97,21.33,455.12,1.32,5.51,57.9,286.83,27.24,-4.59,5.91,5.91,-3.16,-3.16,-7.75,-7.75,303.58,15.6,15.6
2011-12-30,"1,257.60",-0.43,23.4,24.2,547.56,24.02,20.42,8.73,21.21,14.67,2.99,21.02,442.0,2.38,5.5,105.56,278.69,26.85,-3.45,5.82,5.82,-2.99,-2.99,-6.44,-6.44,296.26,15.28,15.28
2012-01-03,"1,277.10",1.55,22.97,24.22,527.62,23.8,20.47,8.09,21.2,14.88,3.02,20.88,436.13,2.09,5.49,91.49,275.04,26.67,-3.7,5.78,5.78,-2.92,-2.92,-6.61,-6.61,292.23,15.71,15.71
2012-01-04,"1,277.30",0.02,22.22,24.24,493.73,23.8,20.52,8.51,21.2,13.71,3.05,20.88,436.04,1.34,5.47,57.69,274.99,26.67,-4.45,5.78,5.78,-2.91,-2.91,-7.36,-7.36,291.42,15.29,15.29
2012-01-05,"1,281.10",0.3,21.48,24.26,461.39,22.99,20.57,8.5,21.19,12.98,3.07,20.36,414.68,1.12,5.46,46.71,261.72,26.01,-4.53,5.64,5.64,-2.63,-2.63,-7.16,-7.16,277.56,14.49,14.49
2012-01-06,"1,277.80",-0.26,20.63,24.27,425.6,22.96,20.62,8.4,21.19,12.23,3.09,20.34,413.74,0.29,5.44,11.85,261.14,25.98,-5.35,5.64,5.64,-2.62,-2.62,-7.96,-7.96,276.13,14.56,14.56
2012-01-09,"1,280.70",0.23,21.07,24.29,443.94,21.74,20.67,8.55,21.18,12.52,3.11,19.56,382.42,1.51,5.42,61.53,241.69,24.98,-3.91,5.43,5.43,-2.18,-2.18,-6.09,-6.09,257.33,13.19,13.19
